Message,preprocess_message,Label
@user @user o al menos pasad fuentes! Yo estoy viendo para reciclarme un poco,    o al menos pasad fuentes  yo estoy viendo para reciclarme un poco ,0
@user @user Tu no tienes familia con huerta y perros no? Los tienen en unas condiciones estupendas,    tu no tienes familia con huerta y perros no  los tienen en unas condiciones estupendas ,1
Oye @user tiraros un descuentiyo asi del 40% aprox que quiero subir a bilbao y sale muy caro  todo sea por ser cliente fiel,oye   tiraros un descuentiyo asi del 40% aprox que quiero subir a bilbao y sale muy caro   todo sea por ser cliente fiel ,-1
¿y por qué con el morado o azul no pasa lo mismo? sería genial cagar de colores, y por qué con el morado o azul no pasa lo mismo  sería genial cagar de colores ,0
Listo. A empezar con las metas del año,listo  a empezar con las metas del año ,1
"@user hacia ti no   En fin, echán2te de menos, quiero ir a verteeee, seguro que me pones una excusa a mi tambien -_-",  hacia ti no    en fin  echán2te de menos  quiero ir a verteeee  seguro que me pones una excusa a mi tambien  ,-1
si mal no recuerdo creo este es el último capitulo dónde escucharemos a tanaka kazunari haciendo de ukai,si mal no recuerdo creo este es el último capitulo dónde escucharemos a tanaka kazunari haciendo de ukai ,0
Amo los vestidos largos y los enterizos,amo los vestidos largos y los enterizos ,1
"@user yo estoy igual, he dormido nada o menos... Y en una hora en marcha a currar",  yo estoy igual  he dormido nada o menos  y en una hora en marcha a currar ,-1
@user ahh no eso fijo... Pero en este caso en especifico hablo solamente de vestimenta,  ahh no eso fijo  pero en este caso en especifico hablo solamente de vestimenta ,0
"Hola @user gracias por la información, tomamos nota  Qué tengas un buen día",hola   gracias por la información  tomamos nota   qué tengas un buen día ,1
Que os peten el ojete,que os peten el ojete ,-1
"@user Como lo dijo @user, menores de 16 años",  como lo dijo    menores de 16 años ,0
"@user Sí, lo que imaginaba. Todos los días se aprende algo nuevo, gracias",  sí  lo que imaginaba  todos los días se aprende algo nuevo  gracias ,1
"@user ay si, pero no puedo cambiar el username y soy un numero raro  aiuda",  ay si  pero no puedo cambiar el username y soy un numero raro   aiuda ,-1
@user algunos callaos pa que no nos digan reventaores la Yihad!,  algunos callaos pa que no nos digan reventaores la yihad  ,0
Ay qué bonito todo! Demasiado extraño no estar sufriendo a estas alturas Vamos Seleeeeee,ay qué bonito todo  demasiado extraño no estar sufriendo a estas alturas vamos seleeeeee ,1
"Otra vez quieren desnaturalizar el tema #BienestarAnimal, dejando en el texto de iniciativa popular sólo a perros y gatos.",otra vez quieren desnaturalizar el tema   dejando en el texto de iniciativa popular sólo a perros y gatos  ,-1
"@user mándame tu dirección postal a pdeveraoficial@yahoo.es para que pueda mandártelo, o habla con @user  Un besazo!",  mándame tu dirección postal a pdeveraoficial@yahoo.es para que pueda mandártelo  o habla con     un besazo  ,0
@user jajajaja si si. Buscaré en Pinterest algo así  gracias 😘,  jajajaja si si  buscaré en pinterest algo así   gracias 😘 ,1
"En pleno 2016 ya no debería existir la siguiente conversación: Hola! -Hola Como estas? -Bien, vos? (Esa conversación q no pasa de ahí)",en pleno 2016 ya no debería existir la siguiente conversación  hola  -hola como estas  -bien  vos   esa conversación q no pasa de ahí  ,-1
@user ah wno no es que me pase nada es que cuando el Hype está tan alto y se habla tanto tengo la sensación de que ya la he visto,  ah wno no es que me pase nada es que cuando el hype está tan alto y se habla tanto tengo la sensación de que ya la he visto ,0
que feliz voy a ser a las 3,que feliz voy a ser a las 3 ,1
Nota menta las felicitaciones automatizadas en LinkedIn cantan mucho cuando te llegan todas a la vez,nota menta las felicitaciones automatizadas en linkedin cantan mucho cuando te llegan todas a la vez ,-1
Cuando todo es felicidad y falla un sector del disco de la laptop y se borran archivos muy importantes de la chamba,cuando todo es felicidad y falla un sector del disco de la laptop y se borran archivos muy importantes de la chamba ,0
y el video de la campaña de este año del juego fue muy bueno pero no lo tengo,y el video de la campaña de este año del juego fue muy bueno pero no lo tengo ,1
Que dizque el debut de CM Punk en la UFC fue tan corto que puede entrar en un vídeo de Instagram. @user debe estar muy triste.,que dizque el debut de cm punk en la ufc fue tan corto que puede entrar en un vídeo de instagram    debe estar muy triste  ,-1
@user hombre pos claro. Lo dudabas?   Soy tortillero mayor del reino,  hombre pos claro  lo dudabas     soy tortillero mayor del reino ,0
@user El Valencia siempre a dado excelentes jugadores tanto a la Selección como a otras selecciones.,  el valencia siempre a dado excelentes jugadores tanto a la selección como a otras selecciones  ,1
Siento que estoy tan gordo que en cualquier momento romperé la silla de plástico,siento que estoy tan gordo que en cualquier momento romperé la silla de plástico ,-1
El verano pasado estaba ligerameeente más gordita y la ropa que compré ya no me queda igual,el verano pasado estaba ligerameeente más gordita y la ropa que compré ya no me queda igual ,0
"@user justo cuando se terminan las fiestas de verano, me viene genial",  justo cuando se terminan las fiestas de verano  me viene genial ,1
"@user ""surgen""  está el que se relaja con un plajo y el que nunca va a la caja pero farda de que saca un buen trabajo",   surgen    está el que se relaja con un plajo y el que nunca va a la caja pero farda de que saca un buen trabajo ,-1
"En una propuesta/solicitud de servicio lo que debe quedar muy claro son los ENTREGABLES. Si esto no está claro, habrá problemas.",en una propuesta  solicitud de servicio lo que debe quedar muy claro son los entregables  si esto no está claro  habrá problemas  ,0
11. siiii fue super gracioso teniamos que habernos sacado una foto,11  siiii fue super gracioso teniamos que habernos sacado una foto ,1
"@user que va tío, aún no lo he probado",  que va tío  aún no lo he probado ,-1
"@user aaahm bueno, disfruta la vida por esos lares, yo me vuelvo a Rusia en breve",  aaahm bueno  disfruta la vida por esos lares  yo me vuelvo a rusia en breve ,0
Morí @user me dio like #Bombon,morí   me dio like  ,1
"Ayer más que nunca extrañé a mi amigo Rumors, teníamos la casi tradición ir a Zapote los 25 juntos.",ayer más que nunca extrañé a mi amigo rumors  teníamos la casi tradición ir a zapote los 25 juntos  ,-1
"@user eso es de Grammar 1, no de inglés 7! de Inglés 7 yo hice resumen el cuatri pasado",  eso es de grammar 1  no de inglés 7  de inglés 7 yo hice resumen el cuatri pasado ,0
"¡Buenos días! #YeimyTeMueve a partir de este momento. ""Escribí en tu corazón que cada día es el mejor del año…", buenos días   a partir de este momento   escribí en tu corazón que cada día es el mejor del año  ,1
"""Contigo porque me matas y ahora sin ti ya no vivo"" -->Tal cual! Te mereces todo lo que has conseguido y conseguirás @user", contigo porque me matas y ahora sin ti ya no vivo  -->tal cual  te mereces todo lo que has conseguido y conseguirás   ,-1
"@user y, según yo, miradas a los ojos que valen por mil (todo de manera independiente a la sustancia ""amor"")",  y  según yo  miradas a los ojos que valen por mil  todo de manera independiente a la sustancia  amor   ,0
y ahors me puedo tirar como horas viendo videos de conciertos suyos pq me encanta como se mueve en el escenario y como todo de vd  mi niño,y ahors me puedo tirar como horas viendo videos de conciertos suyos pq me encanta como se mueve en el escenario y como todo de vd   mi niño ,1
No se porque hay gente tan renegara donde dice que fue el peor año.. no solo lloraron TAMBIÉN FUERON FELICES,no se porque hay gente tan renegara donde dice que fue el peor año  no solo lloraron también fueron felices ,-1
"@user Es que en el Ojeando el año pasado tampoco, tiene muchas canciones ya jajajajaja",  es que en el ojeando el año pasado tampoco  tiene muchas canciones ya jajajajaja ,0
@user Aquí seguirá El Teide esperando tu próxima visita. Felicidades por la proeza,  aquí seguirá el teide esperando tu próxima visita  felicidades por la proeza ,1
Todo era mejor en la playa,todo era mejor en la playa ,-1
@user el mismo de que sale el juego ppppppero la campa;a 30 dias antes de que salga osea el 5 de Octubre,  el mismo de que sale el juego ppppppero la campa;a 30 dias antes de que salga osea el 5 de octubre ,0
@user Hola bella Andrea!! Qué tengas un maravilloso día!! Besitos!,  hola bella andrea   qué tengas un maravilloso día   besitos  ,1
"Hablando en serio, como no apruebe matemáticas me tiro desde la ventana de mi cuarto, que es un décimo y así no sobrevivo",hablando en serio  como no apruebe matemáticas me tiro desde la ventana de mi cuarto  que es un décimo y así no sobrevivo ,-1
En versión extendida. 4 horas. Y no vamos ni por la segunda,en versión extendida  4 horas  y no vamos ni por la segunda ,0
"Cuando no puedo dormir, escribo todo lo que preocupa en una libreta que alguien me regaló y es como un somnífero instantáneo",cuando no puedo dormir  escribo todo lo que preocupa en una libreta que alguien me regaló y es como un somnífero instantáneo ,1
@user @user @user las de los usuarios? porque la verdad que SFV quita las ganas de jugar a los que somos mortales.,      las de los usuarios  porque la verdad que sfv quita las ganas de jugar a los que somos mortales  ,-1
@user no se cual de los dos estaba más cansado. Y hasta aquí puedo leer...  #modoMayraGomezKempON,  no se cual de los dos estaba más cansado  y hasta aquí puedo leer     ,0
"@user Ambas son mindblowing, lástima White Collar terminara así de repente, y esperando a la segunda par de la 5ta de Suits",  ambas son mindblowing  lástima white collar terminara así de repente  y esperando a la segunda par de la 5ta de suits ,1
"Ay, que ya he perdido el bus por primera vez este año",ay  que ya he perdido el bus por primera vez este año ,-1
"@user @user @user pero hombre, eso ya lo había leído  La pregunta es... ¿Cuál pretende ser el titular completo?",      pero hombre  eso ya lo había leído   la pregunta es   cuál pretende ser el titular completo  ,0
@user  -felicidades!!! 🎉 -sales genial en tu icon -no te conozco casi nada -,    -felicidades    🎉 -sales genial en tu icon -no te conozco casi nada  ,1
@user @user Soy un esclavo de fines de semana,    soy un esclavo de fines de semana ,-1
"→ ¡Ya lo sabes, sigue a @user en sus Redes Sociales! Excelente semana para todos",→  ya lo sabes  sigue a   en sus redes sociales  excelente semana para todos ,0
@user me alegro mucho!! es importante darnos cuenta del gran valor que podemos aportar y encontrar nuestra misión,  me alegro mucho   es importante darnos cuenta del gran valor que podemos aportar y encontrar nuestra misión ,1
Y lo que se sabe no se preguntan para el dolor de muchos no soy pita soy SCORT  no cobro dos lochas ni doy culo gratis como muchos.,y lo que se sabe no se preguntan para el dolor de muchos no soy pita soy scort   no cobro dos lochas ni doy culo gratis como muchos  ,-1
@user eso me lo decías hace un año y medio pero en otro contexto,  eso me lo decías hace un año y medio pero en otro contexto ,0
@user @user @user ¡Qué bonito que nos recomiende un padre! Eu non falo moito o galego pero GRACIÑAS,       qué bonito que nos recomiende un padre  eu non falo moito o galego pero graciñas ,1
@user yo tmbn me tienes abandonadisimo,  yo tmbn me tienes abandonadisimo ,-1
"@user @user si, desde aqui se te vé La Fosa de las Bermudas, clarito y con vegetacion",    si  desde aqui se te vé la fosa de las bermudas  clarito y con vegetacion ,0
@user no creas. Pero me gusta tener a la gente engañada  @user,  no creas  pero me gusta tener a la gente engañada     ,1
"La vara es que ya tengo como 3 quiz, una eición, dos exámenes, un ensayo, y lo peor es que mis vacaciones ya casi acaban",la vara es que ya tengo como 3 quiz  una eición  dos exámenes  un ensayo  y lo peor es que mis vacaciones ya casi acaban ,-1
"@user @user @user sí, es usual en País Vasco y zonas limítrofes, pero no me cabía lo último en el tuit",      sí  es usual en país vasco y zonas limítrofes  pero no me cabía lo último en el tuit ,0
"@user efectivamente  , un buena píldora viral muy ilustrativa.",  efectivamente    un buena píldora viral muy ilustrativa  ,1
@user yo siempre deseo eso y cuando estoy libre;como hoy> ando desde temprano dando vueltas y sin sueño,  yo siempre deseo eso y cuando estoy libre;como hoy > ando desde temprano dando vueltas y sin sueño ,-1
!Feliz año nuevo! este 2017 sea realmente un año muy lindo y maravilloso ^_^, feliz año nuevo  este 2017 sea realmente un año muy lindo y maravilloso ^_^ ,0
"De nuevo lo veo imposible con tanta mención @user #FollowSpree. Por favor, mi apoyo lo tienes siempre",de nuevo lo veo imposible con tanta mención     por favor  mi apoyo lo tienes siempre ,1
he soñado una cosa muy rara con los personajes de PLL y luego como que estaba en la real life y conocia a Shay y a Lucy y y y,he soñado una cosa muy rara con los personajes de pll y luego como que estaba en la real life y conocia a shay y a lucy y y y ,-1
"@user @user @user Más bien imposible. A no ser q se convierta al Islam, claro",      más bien imposible  a no ser q se convierta al islam  claro ,0
@user que bien yuriko. Felicidades,  que bien yuriko  felicidades ,1
Y también dice caca solo que no me ha dado tiempo a grabarle,y también dice caca solo que no me ha dado tiempo a grabarle ,-1
"@user yo tuve el pelo rojo … ._."" #YaChau …",  yo tuve el pelo rojo      ,0
@user dos para vos un gran abrazo homosexual 🤗,  dos para vos un gran abrazo homosexual 🤗 ,1
@user hola odiosa me hace falta,  hola odiosa me hace falta ,-1
@user jajaja claro como olvidarlo!ay ya quisiera pero llego a mi casa a las 10 11pm por mis clases y no puedo ni siquiera ver nada,  jajaja claro como olvidarlo!ay ya quisiera pero llego a mi casa a las 10 11 pm por mis clases y no puedo ni siquiera ver nada ,0
"VALE YA FUNCIONA ALELUYA he tenido que cambiar el boton de la palanza derecha, por el de la izquierda q estaba roto",vale ya funciona aleluya he tenido que cambiar el boton de la palanza derecha  por el de la izquierda q estaba roto ,1
@user estar un poco poseída nada más,  estar un poco poseída nada más ,-1
@user Sería un puntazo que te dieran los domingos de descanso o que trabajases de mañana y así tener la tarde libre para verlo,  sería un puntazo que te dieran los domingos de descanso o que trabajases de mañana y así tener la tarde libre para verlo ,0
@user Que linda y grande que está Holly,  que linda y grande que está holly ,1
Porque si estaba bien me tiene que dar calentura de nuevo ??,porque si estaba bien me tiene que dar calentura de nuevo   ,-1
@user @user ta entonces me entendes porque no hablo chino amorrr,    ta entonces me entendes porque no hablo chino amorrr ,0
"Estoy seguro de que todo va a salir bien, suerte viejita",estoy seguro de que todo va a salir bien  suerte viejita ,1
a mi me llegas a poner los cuernos y posiblemente no vivas pa contarlo porque te arranco la puta cabeza,a mi me llegas a poner los cuernos y posiblemente no vivas pa contarlo porque te arranco la puta cabeza ,-1
Estoy toda estresada para el examen de mañana como que si lo fuese a perder jaja Pero ya pasé el curso y todo,estoy toda estresada para el examen de mañana como que si lo fuese a perder jaja pero ya pasé el curso y todo ,0
mi espalda esta bien chicos no os preocupeis  P espero que el juicio sea lento y me libre de la carcel http,mi espalda esta bien chicos no os preocupeis   p espero que el juicio sea lento y me libre de la carcel http ,1
"@user bueno,  es algo..  Cuando encima no sabes porque te pasan las cosas todo es un poco peor  lo dicho, muchos ánimos",  bueno    es algo    cuando encima no sabes porque te pasan las cosas todo es un poco peor   lo dicho  muchos ánimos ,-1
@user lo mejor que tengo es uno de 200 o así,  lo mejor que tengo es uno de 200 o así ,0
"@user Jajajaja en cuanto salga de mi bucle infinito con la casa, me imprimo los mapas a dos y lo estreno!!",  jajajaja en cuanto salga de mi bucle infinito con la casa  me imprimo los mapas a dos y lo estreno   ,1
"@user yo tengo que aguantar 4 niños pequeños, no sé que es peor",  yo tengo que aguantar 4 niños pequeños  no sé que es peor ,-1
Quiero y tengo que ir a ver animales fantásticos antes que salga de cartelera,quiero y tengo que ir a ver animales fantásticos antes que salga de cartelera ,0
"@user Para ser un filler tiene bastante chicha... XDD, si es muy bueno entra al Olimpo con el Duel, los 2 mejores filler",  para ser un filler tiene bastante chicha  xdd  si es muy bueno entra al olimpo con el duel  los 2 mejores filler ,1
"@user bufeo a los bombarderos y que arreglen a los putos rammers que salen ilesos, si no no juego",  bufeo a los bombarderos y que arreglen a los putos rammers que salen ilesos  si no no juego ,-1
En cuanto se vaya fabi no pienso salir de mi casa en por lo menos tres días,en cuanto se vaya fabi no pienso salir de mi casa en por lo menos tres días ,0
"Hoy estoy muy feliz! Podre subir videos de nuevo, mi grabador ya no me da error Volvere con todo y con un super evento por los 1000",hoy estoy muy feliz  podre subir videos de nuevo  mi grabador ya no me da error volvere con todo y con un super evento por los 1000 ,1
"@user @user @user  ""Cosa Nostra"" en estado puro... Ni Don Vito llegó tan lejos...",         cosa nostra  en estado puro  ni don vito llegó tan lejos  ,-1
@user @user @user @user @user quiero un polo así,          quiero un polo así ,0
@user vas a ser un gran comunicador,  vas a ser un gran comunicador ,1
"El colmo de tener que madrugar y tardar en quedarte dormido, o perderte en los mundos de la lectura",el colmo de tener que madrugar y tardar en quedarte dormido  o perderte en los mundos de la lectura ,-1
@user Son las grandes promesas nuestras,  son las grandes promesas nuestras ,0
@user Espero que te guste  Escocia es precioso!,  espero que te guste   escocia es precioso  ,1
"@user tú norte, yo sur  - levante, humedad, mosquitos, caló azotado por levante pero al menos tienes playa...aquí no hay de eso",  tú norte  yo sur    levante  humedad  mosquitos  caló azotado por levante pero al menos tienes playa  aquí no hay de eso ,-1
"Doght es amable,Doght es cariñoso,todos quieren un Doght,disponibles,en ninguna parte",doght es amable  doght es cariñoso  todos quieren un doght  disponibles  en ninguna parte ,0
"Al parecer tu casita no es tan ""ita""...iSe ve divina chinita @user! Que felicidad por uds. - seguro Dormy tb está re feliz","al parecer tu casita no es tan  ita""  ise ve divina chinita    que felicidad por uds   seguro dormy tb está re feliz ",1
Ojala yo presentándome para el concurso de shawn pero como vergonzosa se nace y  seguro que no me dejan participar pues aqui estoy,ojala yo presentándome para el concurso de shawn pero como vergonzosa se nace y   seguro que no me dejan participar pues aqui estoy ,-1
@user me ha pasado algo similar te entiendo cariño,  me ha pasado algo similar te entiendo cariño ,0
@user es que Nacho está haciendo una cadena graciosa,  es que nacho está haciendo una cadena graciosa ,1
@user la web que tenías para ver los pokemon que veian tus rastreadores ya no funciona? Que llevo dos días entrando y ya no va,  la web que tenías para ver los pokemon que veian tus rastreadores ya no funciona  que llevo dos días entrando y ya no va ,-1
alberto que tal por punta?,alberto que tal por punta  ,0
"¡Hoy habrá nuevo campeón!, que pase lo que sea, que @user sea campeón o que @user pierda #CarlsenKarjakin", hoy habrá nuevo campeón   que pase lo que sea  que   sea campeón o que   pierda  ,1
"@user Es que se lee cada cosa , menos mal que a ese lo deje de seguir cuando terminó la temporada pasada .Mi salud es lo primero",  es que se lee cada cosa  menos mal que a ese lo deje de seguir cuando terminó la temporada pasada .mi salud es lo primero ,-1
@user sí. Se desató una lluvia intensa y me empapó las únicas zapatillas que tenía y ahora ya no puedo salir a comprar comida,  sí  se desató una lluvia intensa y me empapó las únicas zapatillas que tenía y ahora ya no puedo salir a comprar comida ,0
#EVDLV @user es el hombre perfecto,   es el hombre perfecto ,1
@user si lugar de incalculables arrochadas,  si lugar de incalculables arrochadas ,-1
"Aveces cuando leo sus tuits y no entiendo algo, me dan ganas de preguntarles para entender mejor. Pero soy tímido y me quedo con la duda",aveces cuando leo sus tuits y no entiendo algo  me dan ganas de preguntarles para entender mejor  pero soy tímido y me quedo con la duda ,0
@user ya sabia yo que si,  ya sabia yo que si ,1
oir a @user  y a @user que haran directos del wow pero no se acuerdan que el server lo mas seguro ni que vaya  jaja,oir a     y a   que haran directos del wow pero no se acuerdan que el server lo mas seguro ni que vaya   jaja ,-1
"@user jajajaa sii, aunque acabo en un año comunica y convalido mis 3 años de derecho, sumado a los electicos que iré llevando",  jajajaa sii  aunque acabo en un año comunica y convalido mis 3 años de derecho  sumado a los electicos que iré llevando ,0
@user pero si es preciosa,  pero si es preciosa ,1
en japonés no se escucha tanto,en japonés no se escucha tanto ,-1
"Dice tu papá que esto pasará, dice tu mamá que tú me olvidarás... @user van 20 años, y el amor sigue intacto y será hasta la muerte",dice tu papá que esto pasará  dice tu mamá que tú me olvidarás    van 20 años  y el amor sigue intacto y será hasta la muerte ,0
"@user Bueno, me piro a la piscina , que hace un día estupendo",  bueno  me piro a la piscina  que hace un día estupendo ,1
"Confirmao tengo el pie roto, he notado como el puto hueso se movía",confirmao tengo el pie roto  he notado como el puto hueso se movía ,-1
"@user aw ! recién veo esto, sorrry ! tu pues me dices algo y luego queda en nada vamos hoy a la reu de mi prima? le dije a Mari",  aw  recién veo esto  sorrry  tu pues me dices algo y luego queda en nada vamos hoy a la reu de mi prima  le dije a mari ,0
"@user @user hoy tocaba ir al del oeste, por cambiar. Sí, el cambio es a mejor",    hoy tocaba ir al del oeste  por cambiar  sí  el cambio es a mejor ,1
"Qué depresión me entra, de seguro gana gente que solo dio RT porque sí, por probar suerte y no verdaderos fans",qué depresión me entra  de seguro gana gente que solo dio rt porque sí  por probar suerte y no verdaderos fans ,-1
Yo quiero una rosa eterna,yo quiero una rosa eterna ,0
"Cada vez que escucho ""Instituciones"" de Sui Generis se me escarapela la piel por lo hermosa que es y también me acuerdo de ti",cada vez que escucho  instituciones  de sui generis se me escarapela la piel por lo hermosa que es y también me acuerdo de ti ,1
No puedo apoyar la planta del pie casi y tengo que irme a trabajar todo el dia enterito,no puedo apoyar la planta del pie casi y tengo que irme a trabajar todo el dia enterito ,-1
"@user Pero retomas y ya (y bueno, lo que dices, es mi razón para no ir a un gym, por eso prefiero entrenar en casa )",  pero retomas y ya  y bueno  lo que dices  es mi razón para no ir a un gym  por eso prefiero entrenar en casa  ,0
@user Ves quedándote con los sitios bonitos que hay que ver que en unos meses estoy yo por allí para el SSS,  ves quedándote con los sitios bonitos que hay que ver que en unos meses estoy yo por allí para el sss ,1
@user y és una lastima porque tiene muy buenas ideas de diseño y al no pasar por Java rinden guay...pero MicroSoft y sus cosas,  y és una lastima porque tiene muy buenas ideas de diseño y al no pasar por java rinden guay  pero microsoft y sus cosas ,-1
@user Denada y muy op lo del 6.16,  denada y muy op lo del 6.16 ,0
"Las eresiones mas comunes de un país, muestran su cultura, en Costa Rica es ""Pura Vida"" nada que pueda agregar",las eresiones mas comunes de un país  muestran su cultura  en costa rica es  pura vida  nada que pueda agregar ,1
Hoy nos tocó de últimos en el Festival Navideño de PZ y lloviendo. Adivinen cómo quedé.,hoy nos tocó de últimos en el festival navideño de pz y lloviendo  adivinen cómo quedé  ,-1
No me llamo Laura pero te casarias conmigo?  #ElRaboDe8cho @user,no me llamo laura pero te casarias conmigo       ,0
PPK hizo una mención especial a todos los jóvenes que marcharon anoche. La lucha no fue en vano. #MensajeALaNación #LaEducaciónSeRespeta,ppk hizo una mención especial a todos los jóvenes que marcharon anoche  la lucha no fue en vano    ,1
Lo que se enojó cuando le dije que me iva a ir a pachanga :v jajajajajaja lindo amiguito resultó ser,lo que se enojó cuando le dije que me iva a ir a pachanga  v jajajajajaja lindo amiguito resultó ser ,-1
@user ya no puedo tomar - cero alcohol- ayer estuve internada en la clínica como 6 horas.,  ya no puedo tomar  cero alcohol- ayer estuve internada en la clínica como 6 horas  ,0
"@user querida, veo tu tuit ahora!!! No nos vimos, pero fluimos en un mismo sentir",  querida  veo tu tuit ahora    no nos vimos  pero fluimos en un mismo sentir ,1
"Ya es oficia nos quedamos sin Konoplyanka en @user   Eso sí, será una alternativa barata a Reus en la Bundes http",ya es oficia nos quedamos sin konoplyanka en      eso sí  será una alternativa barata a reus en la bundes http ,-1
@user @user Muy pero que muy bueno. Lo dejaron solo al pobre chaval en una batalla contra Afganistán,    muy pero que muy bueno  lo dejaron solo al pobre chaval en una batalla contra afganistán ,0
Bienvenida a los juegos mentales,bienvenida a los juegos mentales ,1
Siempre las mejores personas son las que más sufren  #GetWellSoonSelenaFromSpain,siempre las mejores personas son las que más sufren    ,-1
Extraño tener a mis padres juntos,extraño tener a mis padres juntos ,0
"@user ya  Si algún día soy rica te llevo conmigo a verlo a donde sea, promesita 👉👈",  ya   si algún día soy rica te llevo conmigo a verlo a donde sea  promesita 👉 👈 ,1
"@user ingrato, solo porque usted sí",  ingrato  solo porque usted sí ,-1
Sólo piensa q diste todo... y duermes tranquila,sólo piensa q diste todo  y duermes tranquila ,0
Que bueno que le gustara @user @user,que bueno que le gustara     ,1
Yo hasta ahora veo el vídeo del pingüino no lo puedo creer. ¿Es normal que esté tan triste? Díganme que ustedes también lloraron.,yo hasta ahora veo el vídeo del pingüino no lo puedo creer   es normal que esté tan triste  díganme que ustedes también lloraron  ,-1
"@user mira el hilo, que está explicado  es el primer planeta (b) de la estrella Próxima Centaur Próxima Centauri b",  mira el hilo  que está explicado   es el primer planeta  b  de la estrella próxima centaur próxima centauri b ,0
"@user que va tía, muchos son viejos de mi madre, otros del chino. Los que me encantan y me estoy comprando son los del Kiko",  que va tía  muchos son viejos de mi madre  otros del chino  los que me encantan y me estoy comprando son los del kiko ,1
"Mi mejor amigo me quiere revender un cupón para un fds en un Hotel en Chincha. Qué, voy sola o qué? te pasaste de pendejo @user",mi mejor amigo me quiere revender un cupón para un fds en un hotel en chincha  qué  voy sola o qué  te pasaste de pendejo   ,-1
"Al principio él no te gusta , pero te acaba gustando y cuando te deja lo extrañas",al principio él no te gusta  pero te acaba gustando y cuando te deja lo extrañas ,0
Una semana siendo vegetariano. Es un pequeño gran logro para mí,una semana siendo vegetariano  es un pequeño gran logro para mí ,1
Luego la rara soy yo,luego la rara soy yo ,-1
@user perdida ya no tomo coca.,  perdida ya no tomo coca  ,0
@user Muchas gracias  Muy feliz y dulce finde,  muchas gracias   muy feliz y dulce finde ,1
Tú que he ido a cenar a mar de cristal y me he inflado y me duele la barriga,tú que he ido a cenar a mar de cristal y me he inflado y me duele la barriga ,-1
@user hace una semana que se sabe  yo ya espero la edicion completa del juego,  hace una semana que se sabe   yo ya espero la edicion completa del juego ,0
@user Tienes un buen KI. Para luchar contra los malos en Chicago PD.,  tienes un buen ki  para luchar contra los malos en chicago pd  ,1
Estaba el autobús Benidorm-Madrid al lado con las puertas abiertas y me ha tentado subirme y volver.,estaba el autobús benidorm-madrid al lado con las puertas abiertas y me ha tentado subirme y volver  ,-1
hace mucho no e tenido que ver mi nombre en otras cuentas por que sera? a cierto yo le dije que no lo hiciera Gracias por hacer caso,hace mucho no e tenido que ver mi nombre en otras cuentas por que sera  a cierto yo le dije que no lo hiciera gracias por hacer caso ,0
"@user Pues sí, es precioso como bien puedes ver en el vídeo",  pues sí  es precioso como bien puedes ver en el vídeo ,1
"@user Hay que hacer algo contra los Incendios Forestales, ya basta, estamos jodidos.",  hay que hacer algo contra los incendios forestales  ya basta  estamos jodidos  ,-1
necesito hacerme una sesión de fotos de estas en plan bonitas,necesito hacerme una sesión de fotos de estas en plan bonitas ,0
"@user Jejeje te has explicado muy bien, tranqui, y si prefieres hablar por otro sitio, lo hacemos  Pues Sue la ""reservaron"" +",  jejeje te has explicado muy bien  tranqui  y si prefieres hablar por otro sitio  lo hacemos   pues sue la  reservaron  + ,1
sabes que tu vida es muy puta cuando empiezas las clases en menos de una semana,sabes que tu vida es muy puta cuando empiezas las clases en menos de una semana ,-1
Pero solo cojo 5 días porque me cambio de curro y,pero solo cojo 5 días porque me cambio de curro y ,0
"Mi palabra preferida para este 2016, fue gratitud. Todo funciona mejor agradeciendo.",mi palabra preferida para este 2016  fue gratitud  todo funciona mejor agradeciendo  ,1
"@user A mi tampoco me va, bueno, te queda cerrar los ojos sin dormir o joderte y sufrir",  a mi tampoco me va  bueno  te queda cerrar los ojos sin dormir o joderte y sufrir ,-1
@user si algún día quieres echar una ojeada al plan de transportes de Madrid de 1988 ya sabes,  si algún día quieres echar una ojeada al plan de transportes de madrid de 1988 ya sabes ,0
"Hoy hice el gol de mi vida, perdimos 8-1 pero hice el gol de mi vida",hoy hice el gol de mi vida  perdimos 8-1 pero hice el gol de mi vida ,1
#LaPoderosaKeiko solo puede tener poder en el 4to país más ignorante del mundo: Perú, solo puede tener poder en el 4to país más ignorante del mundo  perú ,-1
"@user Monsefuana, tienes que configurar eso. Jajajaja. No se puede vivir en paz con el carrete lleno de memes. Te daré los tips.",  monsefuana  tienes que configurar eso  jajajaja  no se puede vivir en paz con el carrete lleno de memes  te daré los tips  ,0
"Uno tiene que abrir burbuja #feliz sábado tuiteros..disfrutar del coctel maravilloso que sigue, la felicidad.",uno tiene que abrir burbuja  sábado tuiteros  disfrutar del coctel maravilloso que sigue  la felicidad  ,1
"@user gracias, yo también estoy triste porque no te vi",  gracias  yo también estoy triste porque no te vi ,-1
cual es su mejor recuerdo juntos? #BntResponde,cual es su mejor recuerdo juntos   ,0
"Se pone interesante la cosa, ganas de evolucionar para tener pokemon fuertes en casi todos los tipos",se pone interesante la cosa  ganas de evolucionar para tener pokemon fuertes en casi todos los tipos ,1
